date,a,b,c
,208.236237,415.30674,620.583013
,208.698271,415.958024,622.907495
,209.162505,418.11101,626.530632
,209.85663,419.760914,629.643204
,210.610237,421.797448,633.875616
,210.472517,423.649838,636.688157
,211.730189,424.989088,639.601425
,211.450297,426.171492,640.220288
,212.375402,426.920967,640.205332
,212.761231,427.631881,639.406834
,213.443687,427.498915,637.12078
,214.05425,426.990533,634.102775
,213.234968,426.42748,631.143333
,213.901224,425.510952,628.432358
,214.445814,424.468394,626.002672
,214.069371,424.342158,625.307017
,214.342394,422.101224,626.112186
,214.598553,421.267932,627.502041
,214.51253,419.910581,630.413189
,214.983312,419.383565,633.650622
,214.245514,418.571342,637.962734
,214.637813,418.774688,640.50879
,214.336994,418.061216,643.31517
,214.356639,418.863118,645.507508
,213.921373,421.032008,645.952257
,213.522711,421.005056,645.5788
,213.390364,422.430667,644.023486
,213.068697,424.013859,641.58216
,212.865638,426.162323,639.047919
,212.758416,427.604432,636.011646
,212.724794,429.133559,633.545368
,212.034844,431.390054,631.776445
,211.825828,431.751201,631.622117
,211.428439,432.261839,631.988734
,211.76371,433.060251,633.637209
,211.32003,433.355386,637.19241
,211.687128,433.31143,640.575987
,211.283686,432.393239,644.016818
,211.197059,431.409835,647.561919
,211.165015,430.895096,650.565368
,210.98439,429.953424,651.814409
,212.058599,428.432822,652.406026
,211.746787,427.764644,651.40341
,211.864243,425.756483,649.916117
,212.355643,425.300254,647.127525
,212.446279,425.189638,644.184455
,212.890889,423.603864,641.775095
,213.195863,424.598131,638.942056
,213.221292,425.117626,637.477596
,214.18209,425.96085,637.575418
,214.441892,426.987937,638.576433
,214.710179,428.120686,640.876793
,215.545496,430.974393,644.599757
,215.844134,432.399223,647.890312
,216.115417,434.121875,651.730079
,216.666896,435.049716,654.931462
,217.235582,437.150118,657.076979
,218.048311,437.554464,658.705611
,218.508469,438.837397,658.557115
,218.724555,439.650252,657.347394
,218.427146,439.833027,655.06878
,219.671718,439.5226,651.996788
,219.70523,438.882957,648.533952
,220.644153,438.015554,646.014524
,220.190107,437.167173,644.89662
,220.602478,435.518705,643.660737
,220.570453,434.200458,644.097969
,220.778551,433.143368,645.57327
,220.445331,431.65969,648.516815
,221.161252,430.444858,651.40093
,220.57215,430.6616,655.153053
,220.656797,430.294918,658.98432
,219.994743,431.147957,662.257503
,220.197646,431.027207,663.63587
,219.637923,431.909431,664.254778
,220.249484,433.250826,663.943097
,219.244468,434.404278,662.645564
,219.663602,436.497974,659.825911
,219.074697,438.013351,657.290679
,218.489849,439.845803,653.647466
,218.98344,441.527151,651.392064
,218.617226,442.468454,650.002815
,217.846148,444.396345,649.848153
,218.458062,444.776112,649.963475
,217.692722,445.560337,652.574912
,217.55663,445.360106,655.042473
,217.381821,445.269214,658.339167
,217.46121,444.938777,662.510212
,217.841493,444.029237,665.870145
,217.484167,442.275587,668.648026
,217.071929,441.121538,670.31098
,217.563182,440.448682,670.86126
,217.802809,439.179647,670.126074
,218.086971,438.38348,667.989549
,218.116566,436.938852,665.490468
,218.547111,436.879806,661.871185
,218.224385,436.75881,659.041711
,218.948633,436.638302,656.834194
,220.024125,437.267403,656.186891
,220.806716,438.06749,655.524003
,220.640398,439.201355,656.694314
,221.124793,440.700437,659.156028
,221.28706,442.345488,662.34074
,221.801912,444.300178,665.616611
,222.512272,445.704712,669.299263
,222.338706,447.623159,672.335118
,223.728167,449.715212,675.117228
,224.145368,449.904998,676.451356
,224.596925,450.665026,676.159595
,224.58089,451.599681,675.436258
,225.299482,451.464873,672.516847
,225.515631,451.030988,670.471337
,225.209877,451.127917,666.887975
,225.61096,449.925288,664.706481
,226.298938,448.584094,662.855748
,226.870212,447.386217,661.28664
,226.865537,446.722443,661.872435
,226.957819,445.204685,663.470774
,227.220951,444.17812,666.053697
,226.3849,443.167583,669.693699
,226.476989,442.891969,673.52327
,226.436922,442.485454,676.653404
,226.237777,441.85078,679.687859
,225.984821,443.051791,681.241037
,225.56405,444.31447,683.069274
,225.357372,445.553113,681.899086
,225.145876,446.804269,680.411802
,225.265923,448.446234,677.896268
,224.840934,450.347549,674.619183
,224.823792,452.095459,672.146832
,224.894547,453.406909,669.329877
,224.373935,454.875027,667.486026
,223.826678,455.730588,667.095126
,223.447774,456.723806,667.960039
,224.284812,457.91072,670.1201
,223.535418,457.482627,673.67417
,224.026324,457.376489,676.855033
,223.320564,456.327632,680.23432
,223.218002,455.442273,683.67111
,223.472162,454.490203,686.777453
,223.761466,453.48082,688.339023
,223.089268,452.006263,688.618958
,223.814664,450.834611,688.079602
,223.54295,450.104901,685.464422
,223.817646,449.318138,682.947861
,224.321989,448.708229,680.046719
,225.178722,448.792601,676.966168
,225.146544,448.351067,674.64442
,225.965312,448.598375,673.706913
,226.00108,450.128414,673.739357
,226.647455,451.001664,674.965725
,226.886308,451.679111,677.388962
,227.705078,454.333408,680.175556
,227.80426,456.419015,684.272407
,228.229855,457.691759,687.499394
,228.821101,459.542127,691.247025
,229.360186,460.542399,693.613623
,229.704208,462.236634,694.745665
,230.173416,463.111016,694.357776
,230.124924,463.468771,693.127334
,231.515792,463.690082,690.252793
,231.096759,463.596473,688.251998
,231.944083,462.672041,684.861904
,231.928206,461.768736,682.438964
,231.705877,461.733283,680.122009
,232.988003,459.939556,679.551854
,232.51843,458.335084,679.722255
,232.611833,457.137027,682.103679
,232.87318,455.71411,684.199104
,232.638414,455.421253,687.632323
,232.548203,454.653444,691.245958
,232.579044,454.664691,694.707262
,232.265393,454.38143,697.858179
,232.455595,454.420543,699.299527
,231.994643,455.796253,700.937487
,231.917882,457.769059,699.971399
,231.173173,458.304969,698.748359
,231.057135,460.756024,695.865168
,230.238963,461.936528,693.319551
,231.010712,463.425426,690.143863
,230.245767,465.689137,687.587254
,230.255741,466.818308,686.378203
,229.87308,467.799995,685.753256
,229.462498,469.228339,686.36652
,229.711448,469.417579,688.107474
,229.340554,468.897689,690.934204
,229.475735,469.605147,694.779814
,229.219461,468.073373,698.279845
,229.504424,468.172335,701.862238
,229.405458,467.072571,704.686037
,229.64596,465.423153,706.059246
,229.671986,464.620554,706.603318
,229.740441,462.999064,705.889701
,229.594306,462.190453,704.037832
,230.333028,461.104259,700.979852
,230.332577,460.910835,698.151969
,230.994932,460.161879,695.2268
,231.546316,460.759135,692.800133
,231.420645,460.666044,691.605101
,231.995765,462.081589,691.543091
,231.845584,463.015618,692.695772
,233.027598,464.765586,695.244926
,233.601581,466.203473,698.558128
,234.051397,468.470082,702.282302
,234.341536,469.58391,705.644007
,234.732397,471.167324,709.217374
,235.675042,472.712656,711.457481
,236.18677,474.368203,712.487162
,236.156297,475.109415,712.155371
,236.727921,475.52306,711.295428
,237.350431,475.893696,709.395652
,237.910617,475.457572,706.036233
,237.888693,474.341701,702.667669
,238.091659,473.520594,700.394878
,238.081496,472.823051,698.341107
,238.158862,471.790931,698.172195
,238.738131,469.962491,697.844292
,238.423492,468.466606,699.273815
,238.618809,468.170496,702.031975
,239.035446,467.646778,705.552553
,238.351026,466.54239,709.4845
,238.257127,466.300354,712.957061
,238.103675,466.801796,716.083004
,237.594913,466.837933,718.984862
,238.863008,467.677758,718.75508
,238.077292,469.163515,718.122542
,237.419847,470.987392,716.624675
,236.69773,472.142684,714.23357
,237.65634,474.115823,711.164271
,236.258853,475.167629,708.127759
,236.269321,477.433818,705.682705
,236.421692,478.841326,704.380896
,235.817187,480.175521,703.766895
,236.04023,480.745081,704.478735
,234.987708,481.513685,706.219088
,235.640613,481.125431,709.054743
,235.540403,481.276569,712.805134
,235.40478,481.192277,716.239856
,235.578009,480.286891,720.031551
,235.61503,478.328142,722.60705
,235.338004,478.424402,723.849726
,235.774608,476.035785,724.610902
,235.722124,475.520645,723.099117
,235.842797,473.972295,721.86012
,236.157115,473.007684,718.543311
,236.38634,472.599982,715.924766
,236.613939,472.656978,713.311015
,236.636747,473.095786,711.125912
,237.813708,472.969886,709.464151
,238.29575,474.144767,709.708784
,238.482907,475.426502,710.365521
,238.970512,476.699005,713.242308
,239.471492,478.311854,716.098733
,240.449863,479.922405,719.87885
,240.812633,482.081191,723.939684
,241.656653,483.01383,726.551722
,241.527039,484.781737,729.797377
,241.837726,486.41969,730.536249
,242.200194,486.779628,730.745926
,242.924922,487.790718,729.205266
,243.765745,487.475694,727.095556
,242.631717,488.005664,723.634352
,244.255161,486.905157,720.931333
,243.692899,486.248249,718.274949
,243.846532,484.923526,716.851333
,244.253271,483.560352,715.641982
,245.027652,481.77941,715.574879
,245.117449,480.978415,717.653084
,244.575214,480.122378,720.427541
,244.713242,479.133094,723.000716
,244.68059,478.672631,726.906236
,244.996147,478.803266,730.568978
,244.272097,478.519104,734.093419
,244.009423,479.104673,735.331109
,244.146289,480.049625,736.438832
,243.919063,481.483735,736.539071
,243.737798,482.244016,734.37454
,243.337291,484.24946,732.310291
,242.823194,485.8917,728.800585
,242.977109,488.020171,726.473491
,242.902094,489.426085,723.699171
,242.679512,490.292107,721.795222
,242.035778,491.730868,721.536258
,242.404731,492.586967,722.555529
,241.973116,493.106799,724.49339
,241.493987,494.301363,726.67837
,241.455582,493.244033,730.718219
,241.852037,493.297237,734.235647
,241.65041,491.505138,738.067393
,241.234734,490.527468,740.476024
,242.057894,489.58959,742.387125
,241.766177,488.212334,742.861909
,241.952212,487.117726,741.6519
,242.283686,486.279479,739.602679
,242.433612,485.310274,737.218431
,242.303798,484.492207,733.617083
,242.971706,484.587004,730.642782
,243.018102,484.95799,728.895223
,243.56219,485.542404,727.805001
,243.581185,486.012767,727.952278
,244.685403,486.962278,729.187626
,244.922114,488.811336,730.981968
,244.92115,490.123645,734.322147
,246.10051,491.626393,738.263358
,246.541642,493.68039,742.034403
,247.507332,495.025347,744.616193
,247.53935,496.92694,746.757821
,248.139787,498.491691,748.484142
,248.228387,498.619439,748.189127
,248.942683,499.779231,747.062647
,249.224491,499.649475,745.185635
,249.577547,499.34321,741.86516
,250.277474,498.428554,738.711619
,249.734844,497.423131,736.36956
,249.975601,496.898619,734.055048
,250.174597,495.748643,733.652312
,250.235297,494.30822,733.439734
,250.66132,492.662277,735.092208
,250.535467,491.421919,737.917375
,250.342393,490.710283,741.290366
,250.185374,490.4689,745.352458
,250.41163,490.271674,748.822504
,250.57094,491.31489,752.089273
,249.921101,491.1907,753.81724
,249.883568,491.771854,754.96903
,250.047023,493.140511,754.003551
,249.249265,494.691013,752.702066
,249.388556,496.622419,749.968351
,249.200008,498.640204,746.920829
,248.728512,499.751879,744.180815
,248.977998,501.579068,741.174433
,248.434104,502.961686,739.760858
,247.567869,504.058186,739.438742
,247.382937,504.949482,739.724017
,248.290038,505.283624,741.647086
,247.928044,505.521461,745.758618
,247.726747,505.584813,747.979207
,247.750156,504.787612,752.387135
,246.760234,503.177203,756.051629
,247.743464,502.862789,758.586631
,246.537996,501.514905,760.355803
,247.634548,500.217921,761.096344
,247.472152,498.320244,759.808991
,248.229364,497.574174,757.329996
,247.976633,497.217294,755.007456
,248.989779,496.553159,752.392225
,248.207686,496.457801,749.182757
,249.259121,496.2565,746.740939
,249.421062,496.656526,745.791407
,250.278753,497.739832,745.208294
,250.53342,498.768891,746.545854
,250.614897,500.768144,749.185465
,251.431749,502.427752,752.090398
,251.552429,503.513121,755.758049
,252.775204,505.804466,759.699703
,253.32783,507.794936,762.541923
,253.11173,508.724362,765.65454
,253.715018,510.187287,766.248425
,254.664186,510.776848,766.306235
,254.163399,511.865032,765.270979
,255.18184,511.670396,763.196905
,255.465005,511.720223,760.604949
,255.346635,510.713705,756.660474
,256.209271,509.637299,754.184883
,256.50274,508.58231,752.771734
,256.48337,507.239286,751.263491
,256.259207,506.023578,752.034409
,256.77921,505.110589,753.951266
,256.138892,504.334042,756.448749
,256.689987,503.050813,759.570838
,256.736564,502.99218,762.867818
,256.171958,502.892146,766.234002
,255.975412,502.606152,769.694412
,256.004422,503.130695,771.240331
,255.805683,503.754608,772.498806
,255.634436,505.633153,771.890118
,255.69207,506.345044,770.371041
,254.908896,508.088602,767.897373
,254.963511,509.762242,765.023452
,254.289596,511.755187,762.182043
,253.926048,513.282346,759.531002
,254.50934,515.438249,757.494929
,253.908627,516.151907,756.890584
,253.629582,517.157368,757.982992
,253.477561,517.563236,760.130339
,253.021456,517.526575,762.646783
,253.347675,517.736483,766.956777
,253.535501,516.879723,770.425769
,253.673879,515.875076,774.097935
,253.435347,514.698358,776.511534
,253.869195,513.633568,777.756646
,253.473201,512.532805,778.301837
,253.192762,511.450636,777.465549
,254.122717,509.794279,775.71275
,254.043525,508.853327,773.297193
,254.371242,509.05836,769.382197
,255.028532,508.155714,766.85106
,255.047127,508.311909,765.009205
,255.616025,509.274596,763.762844
,256.229218,509.44099,763.292389
,256.052714,511.030689,764.823509
,256.68495,513.043686,767.323686
,257.516605,514.121465,770.278266
,257.86308,516.396326,773.430039
,258.339128,518.104757,777.795856
,259.201096,519.744484,780.877325
,259.320407,520.996426,782.908546
,259.949647,521.795567,784.612884
,260.503802,523.222797,784.288017
,260.588672,523.52435,782.704959
,261.327356,523.553399,781.063518
,261.01454,522.793032,778.06795
,261.742304,522.712759,774.754532
,262.050179,521.798199,772.192303
,262.239299,520.660706,771.00822
,262.108015,519.640006,769.26331
,262.82223,518.325571,769.822752
,262.343974,516.468794,771.876603
,262.944396,516.324787,774.108232
,262.409892,514.916778,777.472749
,262.113335,514.484633,781.386344
,262.00011,514.238035,784.804004
,262.236797,514.521539,787.669454
,262.361854,514.803758,790.002178
,261.793666,516.119205,791.026643
,261.525376,517.301477,789.996015
,261.18834,518.241492,788.437863
,261.068378,520.459641,785.660968
,261.492946,522.044954,782.790108
,260.442207,523.886514,779.538192
,261.11978,525.458192,777.284787
,259.718181,526.865373,776.112703
,260.574819,528.085736,775.438639
,259.357547,528.479289,776.749647
,259.458269,529.814709,778.012909
,260.183171,529.725397,780.788724
,259.778665,530.048841,785.290178
,260.223388,528.513772,788.534353
,259.542903,527.391688,791.777941
,259.742352,527.268659,794.015237
,259.133074,525.172609,796.302799
,259.782124,524.339148,796.517979
,259.719583,523.378892,796.194355
,260.259066,521.684806,793.506631
,260.215339,521.494103,791.01594
,260.637198,519.947304,787.70522
,260.84956,520.269708,785.189366
,261.880545,520.673035,782.97921
,261.843257,521.033276,781.565576
,262.269901,521.57714,781.192028
,262.294335,523.085722,782.653509
,262.807621,524.335375,785.113501
,263.419613,526.280189,787.946758
,263.867084,528.40981,792.183897
,264.173485,529.707615,796.025646
,264.866801,531.570627,799.16854
,265.618509,533.239715,801.178345
,266.198803,534.10022,802.174147
,266.217368,535.44168,801.992428
,266.698711,535.0288,800.60019
,267.652601,535.590008,799.256671
,267.297292,535.225369,795.848566
,267.475613,534.755847,793.050607
,268.051052,534.448933,790.276444
,267.346308,532.824584,788.024665
,268.479348,531.731966,787.300897
,268.892617,530.518226,787.589492
,268.769283,529.200859,789.461161
,268.117987,528.207868,791.827538
,269.058848,526.895136,795.283302
,268.446517,526.79228,799.423355
,268.643574,526.595735,803.023067
,268.192043,526.125786,805.567027
,268.07394,526.799076,808.017185
,267.74356,527.563675,808.607262
,268.276709,528.582387,808.322819
,267.390035,531.26945,806.341131
,267.529248,532.209416,803.789057
,266.766341,534.434915,800.941672
,266.94294,535.453902,797.833954
,266.840489,537.673903,795.527868
,265.916262,538.578996,793.634762
,266.158875,540.187004,793.563499
,265.721204,541.178202,794.280475
,265.227648,541.36304,796.148124
,265.576391,541.867179,799.896076
,265.598455,541.461893,802.523135
,265.180264,540.820709,806.848724
,265.289782,540.223439,810.272497
,265.456196,538.812807,812.206796
,265.602139,537.745052,814.29186
,265.487472,536.497951,814.542617
,265.53382,535.596456,813.517779
,266.579181,534.209576,811.728863
,266.205122,533.369763,809.034127
,266.456348,533.022303,805.544509
,266.898292,533.066084,802.762084
,267.167523,532.720322,801.091788
,267.159835,533.093531,799.625023
,268.732948,533.529234,800.371015
,268.662068,535.54761,800.745159
,268.900906,536.986499,803.001533
,269.289871,538.255963,806.615931
,270.087149,539.736168,809.528726
,270.138979,541.682413,813.573475
,270.800704,543.834283,816.487117
,271.725161,544.590614,819.161833
,271.46961,545.737778,820.260676
,272.391754,546.637212,820.107084
,272.74854,547.541197,819.209581
,273.137802,547.745163,816.636842
,273.237525,547.567396,814.22404
,273.884236,547.34252,810.887825
,273.791623,545.905928,807.816295
,274.023412,545.311002,806.4742
,274.027672,543.959409,805.845925
,274.587151,542.062977,805.745666
,274.789503,541.316465,807.105596
,274.743448,540.118521,809.818324
,274.518462,539.339123,813.135677
,274.569892,538.488301,817.196454
,274.201331,538.589988,820.752476
,274.62311,538.71102,823.389662
,274.335966,539.495986,825.695571
,274.366213,539.759045,826.43773
,273.701883,541.555565,825.629979
,273.051567,542.586422,823.846835
,273.186678,544.607275,821.997097
,272.921356,545.915487,818.75763
,272.833228,547.703654,816.076747
,272.608743,549.184522,813.773784
,272.729072,550.59065,812.1806
,271.680826,551.552729,811.474771
,272.417346,552.587393,812.664525
,271.870114,553.399391,814.208073
,270.857893,553.973165,817.764734
,270.825694,553.612475,821.018521
,271.343408,552.503003,824.091994
,271.365291,551.909797,827.582931
,271.751868,551.346584,830.71677
,271.444215,549.150339,831.413689
,271.136273,548.428661,832.551928
,272.035101,546.708263,831.062566
,271.968943,546.148618,829.386438
,271.961109,545.506141,826.47503
,271.864333,544.738937,824.604721
,272.970852,544.646311,821.086298
,273.862555,544.654606,818.836293
,273.777531,545.180481,817.293584
,273.676375,546.378206,817.319467
,274.759402,547.153878,819.209868
,275.413145,548.600899,821.237698
,275.75745,549.998956,824.548873
,275.215968,551.812303,828.005736
,276.545114,553.537121,831.576707
,277.248525,555.12813,835.131831
,277.15422,556.683775,837.382899
,277.946543,557.923697,838.095707
,278.520102,558.608646,838.479313
,279.097599,559.343748,837.377898
,279.160449,560.038439,834.949652
,279.481753,559.050747,831.439184
,280.046269,558.958913,829.135995
,280.155282,557.727847,826.468472
,279.952023,556.755835,824.475616
,280.481477,555.763445,823.228262
,280.621981,554.0875,823.607132
,280.893261,552.788267,824.792812
,280.457334,552.24424,828.879454
,280.853752,550.727749,831.69953
,280.848769,550.931412,835.10914
,280.378024,550.563465,839.14325
,280.494249,550.232179,842.052737
,280.821273,550.613014,844.230841
,279.822901,551.901531,844.83431
,280.066677,553.467938,844.222726
,280.262175,554.381216,842.39727
,279.115878,556.450473,840.404544
,278.658343,558.512163,836.705152
,278.943224,559.366152,833.715929
,278.496754,561.163324,831.819433
,278.238848,562.960017,829.428471
,278.046127,564.141796,829.305374
,278.209826,565.087183,830.350333
,277.724661,565.839297,832.370974
,277.389947,565.238541,835.219223
,277.276885,565.510391,839.300202
,277.338682,564.674898,842.622769
,277.588011,563.603896,845.958185
,277.199353,562.951884,848.553887
,277.492588,562.005784,850.657982
,277.576482,560.684995,850.222615
,277.59554,558.880129,849.569437
,277.806371,558.337659,848.383241
,278.341295,556.727345,845.191404
,278.441736,556.410018,842.062787
,278.475241,556.150933,839.053556
,279.216637,556.614574,837.175179
,279.911718,556.697548,835.502836
,280.352475,558.619296,835.503351
,280.404862,559.278277,837.031626
,280.901659,560.33614,838.890181
,281.75909,562.424603,842.315412
,282.364378,563.563859,845.630694
,282.552868,565.535692,849.706668
,282.481288,567.796929,852.971739
,282.988362,568.622668,855.453952
,284.299721,569.404413,856.547488
,284.41845,570.993263,856.385813
,284.798486,572.376371,855.578431
,284.842417,571.524311,852.928269
,285.331534,571.288228,849.858574
,285.395969,571.058643,846.961518
,285.906607,570.00873,844.208111
,286.314522,568.721217,842.664331
,286.322975,567.578051,841.862134
,286.947572,566.104378,841.745307
,286.169038,565.362245,843.352635
,286.704645,564.580298,846.037505
,286.595638,563.216634,849.769625
,286.950234,562.661205,853.090855
,286.836578,562.501644,856.244952
,286.067255,562.040587,860.039303
,285.6642,563.082743,861.689494
,285.726294,564.177404,862.676109
,285.716863,565.389307,862.054627
,285.738538,566.594342,860.80365
,284.908327,568.277169,858.113916
,285.649264,570.139999,854.296109
,284.885321,571.915088,852.178634
,284.59013,573.388382,849.610485
,284.443669,574.728924,847.797139
,283.88697,576.259105,846.937249
,283.680968,576.981647,848.364551
,283.92764,577.356057,850.428405
,283.602049,577.490134,852.921467
,283.477257,576.919246,856.597162
,283.824978,576.942448,860.495178
,283.045303,576.261958,863.354419
,283.566588,574.428544,866.028724
,283.624563,573.386159,868.412435
,283.857254,572.636125,868.672048
,283.413953,571.167199,867.444155
,283.461897,570.180684,865.4781
,284.013426,569.036825,863.467725
,284.867824,568.887433,859.939048
,284.812652,568.307374,857.184696
,285.321216,568.838324,855.263037
,285.505011,568.372845,853.687264
,286.320459,570.052583,853.489417
,286.810823,571.261354,854.801009
,287.019422,573.240961,856.978242
,288.288272,574.407809,860.348053
,287.871247,575.762069,864.192611
,288.500103,578.130238,867.257845
,289.066101,579.343224,870.971282
,289.754739,580.917859,872.993979
,289.984135,581.845066,874.751459
,290.45744,582.949733,874.668469
,290.336267,583.230293,873.833589
,291.021363,583.797369,870.462513
,291.239161,583.135526,868.239082
,292.03529,582.811292,865.405803
,291.793265,582.132069,862.327788
,291.598498,580.387866,860.768252
,292.870733,579.367473,859.603112
,292.792326,578.486554,859.425201
,292.62215,577.201062,860.96355
,293.17296,576.447262,864.508013
,292.071017,575.02313,867.566727
,292.252252,574.980949,871.385137
,292.365482,574.309065,874.905878
,292.754454,575.081307,877.915759
,292.351009,575.420464,880.084661
,291.956598,575.815043,880.612469
,291.498434,576.877643,879.684295
,291.210629,578.46706,878.171636
,291.258508,580.263065,876.171435
,291.164987,581.904325,872.99056
,291.17384,583.497924,869.928028
,290.599967,585.364471,867.401264
,290.003969,586.718626,866.161307
,289.511496,587.776988,865.142942
,289.776857,588.982856,865.87683
,289.960415,589.517462,868.257204
,289.252143,589.80172,871.190509
,289.906492,589.472552,874.53642
,289.349347,588.196748,878.947495
,289.091797,587.582194,882.193502
,288.784272,586.645029,884.940369
,289.302355,586.066592,886.1393
,289.972197,584.285808,886.670614
,289.679203,582.772117,885.418599
,290.205645,581.542808,883.816907
,290.589809,581.174352,880.860278
,289.768872,580.668906,878.001724
,290.890243,580.198001,875.472911
,291.253609,580.799634,872.992745
,291.967113,580.798798,871.681809
,292.411969,582.416406,871.141415
,292.498313,583.040996,872.183558
,292.585763,584.337003,875.641843
,293.465172,585.919671,878.821439
,293.962849,588.437029,881.600834
,294.978608,589.837678,885.188521
,295.117511,591.139884,888.920834
,295.453587,593.028562,891.151836
,295.971222,594.246824,892.519152
,296.195952,594.857782,892.184536
,296.455562,595.343109,891.203393
,296.886614,595.882217,888.797802
,297.483815,595.538489,885.768264
,297.538659,595.55313,882.975188
,297.597912,594.498222,880.22202
,298.510332,593.10725,877.936385
,298.4115,591.211785,877.570789
,298.307706,590.568426,877.276098
,298.912023,589.327168,879.361667
,298.093188,587.481016,882.428815
,298.62632,587.011416,885.505017
,298.553344,586.089718,889.26894
,298.155501,586.970346,892.699963
,298.284731,586.720316,895.177297
,298.389384,587.075364,898.124444
,297.540429,588.069158,898.235433
,297.181195,588.985757,897.398266
,297.357315,590.704451,896.049279
,296.903924,592.088906,894.095766
,297.138873,593.721556,891.234313
,297.164993,596.104565,888.467836
,296.768408,597.353329,885.029738
,296.265941,599.360602,883.850619
,296.129376,600.438163,883.362525
,296.319618,601.020751,884.268733
,295.640247,601.461543,886.164174
,295.170587,601.553471,889.445945
,295.138462,601.51823,892.781468
,295.052813,600.657485,896.742309
,295.367164,600.078674,899.939521
,295.457961,598.851513,903.030057
,295.152661,597.137244,904.393376
,295.269345,596.535083,904.408931
,295.979649,595.269155,903.560178
,295.28081,593.449041,902.022185
,295.976647,593.499825,899.463306
,295.967362,592.472505,895.898564
,297.088983,591.803006,893.271184
,297.208246,592.488087,891.20258
,297.856731,593.324148,889.61773
,298.227391,593.567966,889.169303
,298.439275,595.152638,890.800793
,298.922352,596.289615,893.476109
,299.833493,598.064449,896.480217
,300.945427,599.595688,899.563268
,299.968655,601.481067,903.814142
,300.947229,603.44671,907.389016
,301.531453,604.924412,908.821546
,301.913121,605.806864,910.435736
,302.498562,606.976105,910.563091
,302.180044,607.247692,908.9558
,302.791559,607.474218,906.960117
,303.562919,607.487951,903.727281
,304.626889,606.704841,901.044751
,304.003114,606.127493,898.396568
,303.836334,604.991182,895.746096
,304.387869,603.209951,895.442921
,304.824274,602.126851,895.824187
,304.906647,601.389621,897.790854
,304.372989,600.209164,900.388436
,304.700433,598.748172,903.761021
,304.204403,598.685325,907.447903
,304.475764,598.408768,910.46313
,304.185923,598.463228,913.754156
,304.534005,598.926475,915.452339
,303.993555,599.948175,917.196396
,303.36411,601.261042,916.043395
,303.417249,602.933028,914.303035
,303.053171,604.6423,911.755071
,303.009848,606.145148,908.918993
,302.550008,607.996033,906.391784
,302.155261,609.443552,903.176655
,302.528302,610.495322,901.561665
,301.755433,611.901158,901.488666
,301.896893,612.901074,902.055286
,301.981505,613.708758,903.655574
,301.489952,614.117805,907.362673
,301.639358,613.421487,910.800596
,301.949766,612.872761,914.171225
,301.330791,611.900071,917.752064
,301.432675,611.340736,920.757092
,301.668679,609.229183,922.717256
,301.680459,608.103768,922.443205
,302.437888,607.405485,921.573321
,302.408448,606.480738,919.730626
,301.82784,605.400405,916.869977
,302.561835,605.029548,913.930232
,302.921694,604.687528,911.328023
,303.047491,604.890063,909.397438
,303.93456,605.661248,907.759927
,304.251722,606.461114,907.626565
,304.678233,607.332352,908.877701
,305.201812,609.121596,911.201175
,305.470113,610.074189,914.329075
,305.195201,612.124206,917.828375
,305.996819,613.792692,921.360995
,306.810984,615.735468,925.213101
,307.432924,616.929717,927.313845
,307.855404,617.673106,928.549414
,307.960385,618.575955,927.659449
,308.558902,619.524541,927.160449
,309.397829,619.68797,925.153712
,309.232653,618.813311,921.767804
,309.467213,618.65175,918.842063
,310.093806,617.602864,916.275507
,309.966891,616.558912,914.3951
,310.901222,615.26167,913.248847
,310.363957,614.376339,913.433331
,310.697453,613.015988,916.046525
,310.787623,612.017781,918.119607
,310.299232,611.475858,921.920978
,310.51696,610.580093,925.694022
,309.864782,610.740327,928.857899
,309.929992,610.53854,931.600566
,310.387285,611.520448,934.003986
,309.853782,611.919566,934.681257
,309.946953,613.210093,934.224422
,309.859572,614.132553,932.58684
,309.182438,615.951248,930.130175
,309.827544,617.644032,927.107678
,308.444684,620.24204,924.211307
,308.414379,621.172862,922.164994
,308.230547,622.714393,919.896731
,308.042042,624.310016,919.756131
,307.984376,625.120443,920.330796
,307.401209,625.391975,921.750085
,307.23514,625.36941,925.434465
,306.909495,625.178797,928.967066
,307.265541,623.997149,931.885393
,307.639908,623.53803,935.507068
,307.257797,623.178958,938.450424
,307.317897,621.413749,940.002249
,307.491192,620.023526,941.051347
,308.018094,619.571805,940.193542
,307.55963,618.034687,937.960932
,307.749438,617.603607,934.955571
,308.795122,616.669079,931.58048
,308.797499,616.243833,929.278403
,309.634715,616.202536,927.229426
,310.040849,616.998561,925.766417
,309.729049,617.523215,925.974568
,310.293278,619.28381,926.460515
,311.351946,620.786209,929.010375
,311.253957,621.914219,932.086078
,312.229103,623.968815,936.078099
,312.560383,625.7988,939.956955
,313.335568,627.057346,943.102989
,313.779397,628.663122,945.145575
,314.062688,630.138612,945.764615
,314.393438,631.277136,946.703195
,314.519192,631.561375,945.575786
,314.937203,631.86006,942.590269
,315.222376,631.170905,939.95102
,315.920729,630.924623,937.333648
,316.220562,629.615983,934.870133
,315.938737,629.017708,932.384393
,316.048599,627.602796,931.471574
,316.338622,626.400622,931.934888
,317.018855,625.236451,932.829056
,316.396284,624.113169,936.379243
,316.746914,623.138693,939.30699
,316.505677,623.185159,943.40424
,316.036337,622.439092,946.67722
,316.104308,622.338454,949.660221
,316.208728,623.288974,951.901394
